,gender,self_appointment,messages,video,audio,individual,family,sync_messages,features,friendliness,lgbtq,start_of_practice,approaches,professions,work_areas,non_working_areas,english,experience,age,education_counts,training_counts
135,woman,False,0.0,False,0.0,True,0.0,1.0,"['Высокий стресс', 'Поиск себя и самоопределение', 'Сложности в общении, личные границы и манипуляции', 'Неуверенность в себе', 'Тревога, панические атаки', 'Апатия, отсутствие энергии и сил', 'Самооценка и самопринятие', 'Переживание утраты', 'Насилие, детские травмы']",54,,2018,"['Гештальт-терапия', 'Травматерапия']",['Психолог'],"['Поиск партнера', 'Ревность, измена', 'Семейные отношения', 'Детско-родительские отношения', 'Сложные решения, серьезные перемены в жизни', 'Миграция, переезд', 'Отношения и конфликты на работе', 'Синдром самозванца', 'Другие вопросы, связанные с работой / учебой', 'Прокрастинация, лень, низкая продуктивность', 'Личная эффективность', 'Ипохондрия', 'Тревога, волнение', 'Сниженное настроение', 'Апатия, усталость, нехватка сил', 'Детские травмы', 'Горе, утраты, потери', 'Самооценка и самопринятие', 'Личные границы', 'Отсутствие четкого запроса', 'Психологическое, финансовое и др. виды насилия в отношении меня', 'Хроническое подавленное состояние', 'Баланс между жизнью и работой', 'Отношения с партнёром (партнёрами)', 'Расставание, развод', 'Созависимость, контрзависимость', 'Кризисы и внутренние конфликты', 'Желание лучше узнать себя', 'Гнев, агрессия, раздражительность', 'Чувство вины и стыда', 'Одиночество, непонимание', 'Отношения с окружающими, трудности в общении']","['Панические атаки', 'Я — автор насилия', 'Самоповреждение (порезы, обжигания, выдёргивание волос и т.д.)', 'Намерение совершить самоубийство', 'Суицидальные мысли и фантазии о смерти', 'Злоупотребление веществами и хим. зависимости', 'Биполярное расстройство, эмоциональные качели', 'Проблемы с памятью, вниманием и мышлением']",,0.0,45.0,1,3
136,woman,True,1.0,True,1.0,True,1.0,1.0,"['Перепады настроения, срывы', 'Чувство одиночества, желание найти партнера', 'Отношения в паре', 'Личные границы, манипуляции', 'ПТСР, работа с жертвами насилия', 'Тревога; страхи', 'Неуверенность в себе', 'Детско-родительские отношения', 'Постановка и достижение целей', 'Принятие решений, миграция', 'Проблемы с зачатием, ЭКО', 'Принятие себя в роли родителей']",65,,2017,['Психодрама'],['Психолог'],"['Поиск партнера', 'Ревность, измена', 'Семейные отношения', 'Детско-родительские отношения', 'Сложные решения, серьезные перемены в жизни', 'Миграция, переезд', 'Отношения и конфликты на работе', 'Синдром самозванца', 'Другие вопросы, связанные с работой / учебой', 'Прокрастинация, лень, низкая продуктивность', 'Личная эффективность', 'Ипохондрия', 'Тревога, волнение', 'Апатия, усталость, нехватка сил', 'Сексуальные проблемы и вопросы', 'Детские травмы', 'Горе, утраты, потери', 'Самооценка и самопринятие', 'Личные границы', 'Отсутствие четкого запроса', 'Беременность, роды, репродуктивные вопросы', 'Отношения с деньгами', 'Физическое насилие в отношении меня', 'Психологическое, финансовое и др. виды насилия в отношении меня', 'Баланс между жизнью и работой', 'Отношения с партнёром (партнёрами)', 'Расставание, развод', 'Созависимость, контрзависимость', 'Кризисы и внутренние конфликты', 'Суицидальные мысли и фантазии о смерти', 'Выгорание', 'Стресс, напряжение', 'Желание лучше узнать себя', 'Эмоциональная нестабильность', 'Гнев, агрессия, раздражительность', 'Чувство вины и стыда', 'Одиночество, непонимание', 'Отношения с окружающими, трудности в общении']","['Навязчивости, Обсессивно-компульсивное расстройство', 'Я — автор насилия', 'Депрессия', 'Намерение совершить самоубийство', 'Пограничное и нарциссическое расстройство личности', 'Нехимические зависимости', 'Злоупотребление веществами и хим. зависимости', 'Биполярное расстройство, эмоциональные качели', 'Проблемы с памятью, вниманием и мышлением']",,4.0,40.0,2,3
137,woman,False,0.0,True,,True,0.0,0.0,"['Трудности во взаимоотношениях', 'Личностный рост', 'Самооценка и самопринятие', 'Внутренние конфликты', 'Кризисные ситуации', 'Профориентация', 'Расставание и развод', 'Тревога', 'Потеря близких', 'Чувство вины и стыда', 'Обучение навыкам саморегуляции', 'Трудности с принятием сексуальной ориентации']",64,,2018,['Когнитивно-поведенческая терапия'],['Психолог'],"['Поиск партнера', 'Ревность, измена', 'Семейные отношения', 'Сложные решения, серьезные перемены в жизни', 'Отношения и конфликты на работе', 'Синдром самозванца', 'Другие вопросы, связанные с работой / учебой', 'Прокрастинация, лень, низкая продуктивность', 'Личная эффективность', 'Тревога, волнение', 'Сниженное настроение', 'Самооценка и самопринятие', 'Личные границы', 'Отсутствие четкого запроса', 'Баланс между жизнью и работой', 'Отношения с партнёром (партнёрами)', 'Расставание, развод', 'Кризисы и внутренние конфликты', 'Желание лучше узнать себя', 'Эмоциональная нестабильность', 'Гнев, агрессия, раздражительность', 'Чувство вины и стыда', 'Одиночество, непонимание', 'Сексуальная ориентация и вопросы идентичности']",[],,0.0,28.0,2,14
138,woman,True,0.0,True,0.0,True,0.0,0.0,"['Cамооценка и самопринятие', 'Апатия, отсутствие энергии и сил', 'Чувство вины и стыда', 'Принятие решений', 'Миграция', 'Поиск себя и самоопределение', 'Созависимые отношения', 'Личные границы, манипуляции, сложности в общении', 'Постановка и достижение целей', 'Трудности и перемены на работе / в учебе', 'Финансовые вопросы', 'Тревога; страхи', 'Неуверенность в себе, стеснительность, комплексы']",59,,2015,"['Арт-терапия', 'Сказкотерапия']",['Психолог'],"['Поиск партнера', 'Семейные отношения', 'Детско-родительские отношения', 'Сложные решения, серьезные перемены в жизни', 'Миграция, переезд', 'Другие вопросы, связанные с работой / учебой', 'Прокрастинация, лень, низкая продуктивность', 'Личная эффективность', 'Тревога, волнение', 'Страхи, фобии', 'Сниженное настроение', 'Апатия, усталость, нехватка сил', 'Детские травмы', 'Самооценка и самопринятие', 'Личные границы', 'Отношения с деньгами', 'Баланс между жизнью и работой', 'Отношения с партнёром (партнёрами)', 'Созависимость, контрзависимость', 'Кризисы и внутренние конфликты', 'Желание лучше узнать себя']","['Навязчивости, Обсессивно-компульсивное расстройство', 'Сексуализированное насилие в отношении меня', 'Физическое насилие в отношении меня', 'Я — автор насилия', 'Психологическое, финансовое и др. виды насилия в отношении меня', 'Самоповреждение (порезы, обжигания, выдёргивание волос и т.д.)', 'Депрессия', 'Намерение совершить самоубийство', 'Суицидальные мысли и фантазии о смерти', 'Пограничное и нарциссическое расстройство личности', 'Нехимические зависимости', 'Злоупотребление веществами и хим. зависимости', 'Гнев, агрессия, раздражительность', 'Психология питания и расстройства пищевого поведения', 'Биполярное расстройство, эмоциональные качели', 'Проблемы с памятью, вниманием и мышлением']",,7.0,31.0,2,4
139,woman,True,1.0,True,1.0,True,0.0,1.0,"['Перепады настроения, срывы', 'Апатия, отсутствие энергии и сил', 'Поиск себя и самоопределение', 'Личные границы, манипуляции', 'Детско-родительские отношения', 'Поиск себя и самоопределение', 'Трудности на работе / в учебе', 'Тревога, страхи', 'Неуверенность в себе']",65,1.0,2017,"['Ориентированная на решения краткосрочная терапия', 'Арт-терапия']",['Психолог'],"['Беременность, роды, репродуктивные вопросы', 'Сексуальные проблемы и вопросы', 'Детско-родительские отношения', 'Миграция, переезд', 'Отношения и конфликты на работе', 'Синдром самозванца', 'Другие вопросы, связанные с работой / учебой', 'Прокрастинация, лень, низкая продуктивность', 'Тревога, волнение', 'Страхи, фобии', 'Сниженное настроение', 'Апатия, усталость, нехватка сил', 'Детские травмы', 'Самооценка и самопринятие', 'Личные границы', 'Хроническое подавленное состояние', 'Баланс между жизнью и работой', 'Отношения с партнёром (партнёрами)', 'Желание лучше узнать себя', 'Гнев, агрессия, раздражительность', 'Чувство вины и стыда', 'Одиночество, непонимание', 'Отношения с окружающими, трудности в общении', 'Сексуальная ориентация и вопросы идентичности']","['Депрессия', 'Сексуализированное насилие в отношении меня', 'Физическое насилие в отношении меня', 'Психологическое, финансовое и др. виды насилия в отношении меня', 'Я — автор насилия', 'Другие ситуации, связанные с насилием', 'Биполярно-аффективное расстройство', 'Намерение совершить самоубийство', 'Суицидальные мысли и фантазии о смерти', 'Пограничное и нарциссическое расстройство личности', 'Нехимические зависимости', 'Злоупотребление веществами и хим. зависимости', 'Проблемы с памятью, вниманием и мышлением']",,5.0,40.0,3,4
140,woman,False,0.0,True,0.0,True,1.0,0.0,"['Детско-родительские отношения', 'Разрыв отношений, развод', 'Проблемы и конфликты в семье', 'Потеря смысла и отсутствие интереса к жизни', 'Разрешение внутренних конфликтов', 'Перфекционизм, гиперответственность', 'Детские психологические травмы', 'Профессиональное самоопределение, профориентация', 'Постановка и достижение целей', 'Повышение эффективности', 'Проблемы с личными границами', 'Помощь в принятии важного решения']",59,,2018,"['Транзактный анализ', 'Системная семейная психотерапия', 'Психоанализ и психоаналитическая терапия']",['Психолог'],"['Ревность, измена', 'Семейные отношения', 'Сложные решения, серьезные перемены в жизни', 'Детско-родительские отношения', 'Отношения и конфликты на работе', 'Синдром самозванца', 'Другие вопросы, связанные с работой / учебой', 'Тревога, волнение', 'Сниженное настроение', 'Детские травмы', 'Самооценка и самопринятие', 'Личные границы', 'Баланс между жизнью и работой', 'Отношения с партнёром (партнёрами)', 'Расставание, развод', 'Кризисы и внутренние конфликты', 'Желание лучше узнать себя', 'Одиночество, непонимание', 'Отношения с окружающими, трудности в общении']",[],1.0,0.0,37.0,1,11
141,woman,True,1.0,True,0.0,True,0.0,1.0,"['Усталость, вялость, нехватка сил', 'Чувство одиночества, желание найти партнера', 'Принятие решений, поиск себя и самоопределение', 'Отношения в паре, конфликты и кризисы', 'Вопросы воспитания детей (детско-родительские отношения)', 'Личные границы; манипуляции, сложности в общении', 'Вопросы воспитания и планирования детей', 'Принятие себя в роли родителей', 'Детско-родительские-отношения', 'Трудности на работе / учебе', 'Принятие своего тела и внешности, Детские травмы', 'Неуверенность в себе, стеснительность, комплексы', 'Переживание горя']",60,,2008,['Экзистенциальная терапия'],['Психолог'],"['Поиск партнера', 'Ревность, измена', 'Сексуальные проблемы и вопросы', 'Семейные отношения', 'Детско-родительские отношения', 'Сложные решения, серьезные перемены в жизни', 'Миграция, переезд', 'Отношения и конфликты на работе', 'Синдром самозванца', 'Другие вопросы, связанные с работой / учебой', 'Прокрастинация, лень, низкая продуктивность', 'Личная эффективность', 'Тревога, волнение', 'Апатия, усталость, нехватка сил', 'Детские травмы', 'Самооценка и самопринятие', 'Личные границы', 'Отсутствие четкого запроса', 'Беременность, роды, репродуктивные вопросы', 'Отношения с деньгами', 'Сексуализированное насилие в отношении меня', 'Физическое насилие в отношении меня', 'Психологическое, финансовое и др. виды насилия в отношении меня', 'Баланс между жизнью и работой', 'Отношения с партнёром (партнёрами)', 'Расставание, развод', 'Созависимость, контрзависимость', 'Кризисы и внутренние конфликты', 'Суицидальные мысли и фантазии о смерти', 'Выгорание', 'Стресс, напряжение', 'Желание лучше узнать себя', 'Тело и психосоматика', 'Нехимические зависимости', 'Эмоциональная нестабильность', 'Гнев, агрессия, раздражительность', 'Чувство вины и стыда', 'Одиночество, непонимание', 'Отношения с окружающими, трудности в общении']",['Я — автор насилия'],,0.0,45.0,1,8
142,woman,True,0.0,True,0.0,True,0.0,0.0,"['Колебания настроения, эмоциональная нестабильность, срывы', 'Грусть, тоска, отчаяние, апатия', 'Поиск себя и самоопределение, принятие решений', 'Чувство одиночества, желание найти партнера', 'Отношения в паре, конфликты и кризисы', 'Детско-родительские отношения', 'Вопросы воспитания и планирования детей, принятие себя в роли родителей', 'Психосоматика', 'Детские травмы', 'Неуверенность в себе, стеснительность, комплексы']",60,,2010,['Арт-терапия'],['Психолог'],"['Поиск партнера', 'Ревность, измена', 'Сексуальные проблемы и вопросы', 'Семейные отношения', 'Детско-родительские отношения', 'Сложные решения, серьезные перемены в жизни', 'Личная эффективность', 'Тревога, волнение', 'Детские травмы', 'Самооценка и самопринятие', 'Личные границы', 'Отсутствие четкого запроса', 'Беременность, роды, репродуктивные вопросы', 'Отношения с партнёром (партнёрами)', 'Расставание, развод', 'Стресс, напряжение', 'Желание лучше узнать себя', 'Тело и психосоматика', 'Эмоциональная нестабильность', 'Гнев, агрессия, раздражительность', 'Чувство вины и стыда', 'Одиночество, непонимание', 'Отношения с окружающими, трудности в общении']","['Горе, утраты, потери', 'Я — автор насилия', 'Сексуализированное насилие в отношении меня', 'Физическое насилие в отношении меня', 'Психологическое, финансовое и др. виды насилия в отношении меня', 'Другие ситуации, связанные с насилием', 'Биполярно-аффективное расстройство', 'Хроническое подавленное состояние', 'Депрессия', 'Намерение совершить самоубийство', 'Суицидальные мысли и фантазии о смерти', 'Пограничное и нарциссическое расстройство личности', 'Нехимические зависимости', 'Злоупотребление веществами и хим. зависимости', 'Психология питания и расстройства пищевого поведения', 'Биполярное расстройство, эмоциональные качели', 'Сексуальная ориентация и вопросы идентичности']",,0.0,36.0,2,1
143,woman,False,0.0,False,0.0,True,0.0,1.0,"['Колебания настроения, эмоциональная нестабильность', 'Депрессивные и тревожные состояния', 'Тревога, страхи, панические атаки', 'Усталость, вялость, нехватка сил, апатия', 'Неуверенность в себе, стеснительность, комплексы', 'Поиск себя и самоопределение', 'Личные границы, манипуляции, сложности в общении', 'Профориентация, постановка и достижение целей', 'Психосоматика', 'Отношения в паре, конфликты и расставания, ревность']",56,,2010,"['Гештальт-терапия', 'Системная семейная психотерапия']",['Психолог'],"['Семейные отношения', 'Сложные решения, серьезные перемены в жизни', 'Отношения и конфликты на работе', 'Синдром самозванца', 'Другие вопросы, связанные с работой / учебой', 'Прокрастинация, лень, низкая продуктивность', 'Личная эффективность', 'Ипохондрия', 'Тревога, волнение', 'Страхи, фобии', 'Панические атаки', 'Сниженное настроение', 'Апатия, усталость, нехватка сил', 'Детские травмы', 'Самооценка и самопринятие', 'Личные границы', 'Отсутствие четкого запроса', 'Отношения с деньгами', 'Хроническое подавленное состояние', 'Депрессия', 'Баланс между жизнью и работой', 'Отношения с партнёром (партнёрами)', 'Кризисы и внутренние конфликты', 'Нарушения сна', 'Выгорание', 'Стресс, напряжение', 'Желание лучше узнать себя', 'Тело и психосоматика', 'Эмоциональная нестабильность', 'Гнев, агрессия, раздражительность', 'Чувство вины и стыда', 'Одиночество, непонимание', 'Отношения с окружающими, трудности в общении', 'Проблемы с памятью, вниманием и мышлением']","['Сексуальные проблемы и вопросы', 'Детско-родительские отношения', 'Навязчивости, Обсессивно-компульсивное расстройство', 'Горе, утраты, потери', 'Беременность, роды, репродуктивные вопросы', 'Сексуализированное насилие в отношении меня', 'Физическое насилие в отношении меня', 'Я — автор насилия', 'Психологическое, финансовое и др. виды насилия в отношении меня', 'Самоповреждение (порезы, обжигания, выдёргивание волос и т.д.)', 'Намерение совершить самоубийство', 'Суицидальные мысли и фантазии о смерти', 'Пограничное и нарциссическое расстройство личности', 'Нехимические зависимости', 'Злоупотребление веществами и хим. зависимости', 'Психология питания и расстройства пищевого поведения', 'Биполярное расстройство, эмоциональные качели', 'Сексуальная ориентация и вопросы идентичности']",,0.0,38.0,1,2
144,woman,False,0.0,True,0.0,True,0.0,0.0,"['Гнев, злость, раздражение, агрессия', 'Самоповреждающее поведение', 'Cамооценка и самопринятие', 'Расстройства пищевого поведения', 'Детские травмы, ПТСР, насилие', 'Тревога, страхи', 'Чувство одиночества, желание найти партнера', 'Отношения в паре, созависимость, кризисы', 'Выгорание, смена работы / учебы']",63,,2011,['Гештальт-терапия'],['Клинический психолог'],"['Семейные отношения', 'Сложные решения, серьезные перемены в жизни', 'Отношения и конфликты на работе', 'Другие вопросы, связанные с работой / учебой', 'Прокрастинация, лень, низкая продуктивность', 'Тревога, волнение', 'Страхи, фобии', 'Сниженное настроение', 'Апатия, усталость, нехватка сил', 'Детские травмы', 'Горе, утраты, потери', 'Самооценка и самопринятие', 'Личные границы', 'Отсутствие четкого запроса', 'Отношения с партнёром (партнёрами)', 'Расставание, развод', 'Созависимость, контрзависимость', 'Кризисы и внутренние конфликты', 'Желание лучше узнать себя', 'Гнев, агрессия, раздражительность', 'Чувство вины и стыда', 'Отношения с окружающими, трудности в общении', 'Психология питания и расстройства пищевого поведения']","['Я — автор насилия', 'Злоупотребление веществами и хим. зависимости', 'Проблемы с памятью, вниманием и мышлением']",,0.0,34.0,1,3
145,woman,True,0.0,True,1.0,True,0.0,0.0,"['Перепады настроения, срывы', 'Cамооценка и самопринятие', 'Состояния на грани', 'Обсессивно-компульсивное расстройство', 'Личные границы, манипуляции', 'Тревога, страхи, панические атаки', 'Поиск себя и самоопределение', 'Отношения в паре', 'Клинические запросы']",61,1.0,2005,"['Когнитивно-поведенческая терапия', 'Личностно-ориентированная терапия']",['Психолог'],"['Ревность, измена', 'Сексуальные проблемы и вопросы', 'Сложные решения, серьезные перемены в жизни', 'Миграция, переезд', 'Отношения и конфликты на работе', 'Синдром самозванца', 'Другие вопросы, связанные с работой / учебой', 'Прокрастинация, лень, низкая продуктивность', 'Личная эффективность', 'Ипохондрия', 'Тревога, волнение', 'Страхи, фобии', 'Панические атаки', 'Навязчивости, Обсессивно-компульсивное расстройство', 'Сниженное настроение', 'Апатия, усталость, нехватка сил', 'Биполярно-аффективное расстройство', 'Детские травмы', 'Горе, утраты, потери', 'Самооценка и самопринятие', 'Личные границы', 'Отсутствие четкого запроса', 'Отношения с деньгами', 'Самоповреждение (порезы, обжигания, выдёргивание волос и т.д.)', 'Хроническое подавленное состояние', 'Депрессия', 'Баланс между жизнью и работой', 'Отношения с партнёром (партнёрами)', 'Расставание, развод', 'Созависимость, контрзависимость', 'Кризисы и внутренние конфликты', 'Намерение совершить самоубийство', 'Суицидальные мысли и фантазии о смерти', 'Нарушения сна', 'Выгорание', 'Стресс, напряжение', 'Желание лучше узнать себя', 'Пограничное и нарциссическое расстройство личности', 'Эмоциональная нестабильность', 'Гнев, агрессия, раздражительность', 'Чувство вины и стыда', 'Одиночество, непонимание', 'Отношения с окружающими, трудности в общении', 'Психология питания и расстройства пищевого поведения', 'Биполярное расстройство, эмоциональные качели', 'Сексуальная ориентация и вопросы идентичности']",[],0.0,0.0,41.0,1,5
146,woman,False,0.0,True,0.0,True,0.0,0.0,"['Колебания настроения, эмоциональная нестабильность, срывы', 'Депрессивное состояние', 'Чувство одиночества, желание найти партнера', 'Отношения в паре, конфликты и кризисы', 'Личные границы, манипуляции, сложности в общении', 'Планирование детей, принятие себя в роли родителей', 'Проблемы с зачатием, ЭКО', 'Психосоматика', 'Принятие своего тела и внешности', 'Детские травмы, ПТСР', 'Тревога, страхи, панические атаки', 'Работа с жертвами насилия']",0,,2010,"['Ориентированная на решения краткосрочная терапия', 'Гештальт-терапия', 'Арт-терапия', 'ДПДГ (EMDR)', 'Сказкотерапия']",['Клинический психолог'],"['Поиск партнера', 'Детско-родительские отношения', 'Сложные решения, серьезные перемены в жизни', 'Тревога, волнение', 'Страхи, фобии', 'Панические атаки', 'Сниженное настроение', 'Детские травмы', 'Горе, утраты, потери', 'Самооценка и самопринятие', 'Личные границы', 'Беременность, роды, репродуктивные вопросы', 'Сексуализированное насилие в отношении меня', 'Физическое насилие в отношении меня', 'Психологическое, финансовое и др. виды насилия в отношении меня', 'Хроническое подавленное состояние', 'Кризисы и внутренние конфликты', 'Тело и психосоматика', 'Гнев, агрессия, раздражительность', 'Чувство вины и стыда', 'Одиночество, непонимание', 'Отношения с окружающими, трудности в общении']","['Я — автор насилия', 'Намерение совершить самоубийство', 'Суицидальные мысли и фантазии о смерти', 'Пограничное и нарциссическое расстройство личности', 'Нехимические зависимости', 'Злоупотребление веществами и хим. зависимости', 'Проблемы с памятью, вниманием и мышлением']",,0.0,35.0,2,8
147,woman,True,0.0,True,0.0,True,1.0,0.0,"['Cамооценка и самопринятие', 'Внутренние конфликты и кризисы', 'Грусть, тоска, отчаяние', 'Апатия, отсутствие энергии и сил', 'Депрессивное состояние', 'Чувство одиночества', 'Принятие решений', 'Отношения в паре, конфликты и кризисы', 'Работа с жертвами насилия']",68,1.0,2010,['Интегративная психотерапия'],['Психолог'],"['Ревность, измена', 'Сексуальные проблемы и вопросы', 'Сложные решения, серьезные перемены в жизни', 'Миграция, переезд', 'Отношения и конфликты на работе', 'Синдром самозванца', 'Другие вопросы, связанные с работой / учебой', 'Прокрастинация, лень, низкая продуктивность', 'Личная эффективность', 'Тревога, волнение', 'Сниженное настроение', 'Апатия, усталость, нехватка сил', 'Горе, утраты, потери', 'Самооценка и самопринятие', 'Личные границы', 'Отсутствие четкого запроса', 'Хроническое подавленное состояние', 'Баланс между жизнью и работой', 'Отношения с партнёром (партнёрами)', 'Расставание, развод', 'Созависимость, контрзависимость', 'Кризисы и внутренние конфликты', 'Выгорание', 'Стресс, напряжение', 'Желание лучше узнать себя', 'Одиночество, непонимание', 'Сексуальная ориентация и вопросы идентичности']","['Сексуализированное насилие в отношении меня', 'Физическое насилие в отношении меня', 'Психологическое, финансовое и др. виды насилия в отношении меня', 'Я — автор насилия', 'Другие ситуации, связанные с насилием', 'Депрессия', 'Ипохондрия', 'Намерение совершить самоубийство', 'Суицидальные мысли и фантазии о смерти']",,0.0,38.0,4,3
148,man,False,0.0,True,0.0,True,0.0,0.0,"['Химические зависимости', 'Тревога, страхи, панические атаки', 'Расстройства пищевого поведения', 'Трудности на работе / учебе', 'Обсессивно-компульсивное расстройство', 'Депрессивное состояние, апатия, усталость', 'Психосоматика']",63,,2010,['Эмоционально-образная терапия'],['Психолог'],[],[],,0.0,37.0,1,5
149,woman,False,0.0,True,0.0,True,0.0,0.0,"['Одиночество', 'Тревожный спектр', 'Агрессивный спектр', 'Эмоциональная регуляция', 'Самооценка', 'Отношения', 'Поиск себя и самоопределение']",59,0.0,2018,['Психоанализ и психоаналитическая терапия'],['Психолог'],"['Ревность, измена', 'Сексуальные проблемы и вопросы', 'Детско-родительские отношения', 'Сложные решения, серьезные перемены в жизни', 'Миграция, переезд', 'Отношения и конфликты на работе', 'Другие вопросы, связанные с работой / учебой', 'Прокрастинация, лень, низкая продуктивность', 'Личная эффективность', 'Ипохондрия', 'Тревога, волнение', 'Страхи, фобии', 'Сниженное настроение', 'Апатия, усталость, нехватка сил', 'Детские травмы', 'Самооценка и самопринятие', 'Отсутствие четкого запроса', 'Хроническое подавленное состояние', 'Отношения с партнёром (партнёрами)', 'Созависимость, контрзависимость', 'Кризисы и внутренние конфликты', 'Желание лучше узнать себя', 'Чувство вины и стыда', 'Одиночество, непонимание', 'Отношения с окружающими, трудности в общении', 'Сексуальная ориентация и вопросы идентичности']",['Намерение совершить самоубийство'],,0.0,39.0,2,6
150,woman,True,0.0,True,0.0,True,0.0,0.0,"['Самооценка и самопринятие', 'Помощь в принятии важного решения', 'Внутренние конфликты и кризисы', 'Баланс жизнь-работа', 'Чувство вины и стыда', 'Детские психологические травмы', 'Частые колебания настроения', 'Отношения, воспитание детей']",67,,2017,['Психодрама'],['Психолог'],"['Поиск партнера', 'Ревность, измена', 'Семейные отношения', 'Детско-родительские отношения', 'Сложные решения, серьезные перемены в жизни', 'Отношения и конфликты на работе', 'Синдром самозванца', 'Другие вопросы, связанные с работой / учебой', 'Прокрастинация, лень, низкая продуктивность', 'Личная эффективность', 'Ипохондрия', 'Тревога, волнение', 'Страхи, фобии', 'Сниженное настроение', 'Апатия, усталость, нехватка сил', 'Детские травмы', 'Горе, утраты, потери', 'Самооценка и самопринятие', 'Личные границы', 'Отсутствие четкого запроса', 'Отношения с деньгами', 'Хроническое подавленное состояние', 'Баланс между жизнью и работой', 'Отношения с партнёром (партнёрами)', 'Расставание, развод', 'Кризисы и внутренние конфликты', 'Выгорание', 'Стресс, напряжение', 'Желание лучше узнать себя', 'Эмоциональная нестабильность', 'Гнев, агрессия, раздражительность', 'Чувство вины и стыда', 'Одиночество, непонимание', 'Отношения с окружающими, трудности в общении', 'Проблемы с памятью, вниманием и мышлением', 'Психология питания и расстройства пищевого поведения']","['Сексуализированное насилие в отношении меня', 'Физическое насилие в отношении меня', 'Психологическое, финансовое и др. виды насилия в отношении меня', 'Другие ситуации, связанные с насилием', 'Биполярно-аффективное расстройство', 'Панические атаки', 'Намерение совершить самоубийство', 'Суицидальные мысли и фантазии о смерти', 'Злоупотребление веществами и хим. зависимости', 'Биполярное расстройство, эмоциональные качели']",,0.0,47.0,1,3
151,woman,True,0.0,True,1.0,True,1.0,0.0,"['Проблемы в семейных отношениях', 'Конфликты и кризисы', 'Расставание и развод', 'Потери', 'Эмоциональная зависимость', 'Сексуальные отношения в паре', 'Детские травмы', 'Одиночество', 'Низкая самооценка', 'Усталость, выгорание, стресс', 'Чувство страха, стыда, вины', 'Тревога и панические атаки', 'Агрессия', 'Психосоматические заболевания', 'Проблемы в детско-родительских отношениях ', 'Поиск смысла жизни', 'Самопознание и личностное развитие', 'Принятие себя', 'Профориентация, планирование и постановка целей', 'Прокрастинация', 'Вопросы выбора (работы, спутника жизни, стратегии и т.д.)', 'Адаптация в новых жизненных обстоятельствах']",68,1.0,2015,['Гештальт-терапия'],['Психолог'],"['Поиск партнера', 'Ревность, измена', 'Сексуальные проблемы и вопросы', 'Семейные отношения', 'Детско-родительские отношения', 'Сложные решения, серьезные перемены в жизни', 'Личная эффективность', 'Тревога, волнение', 'Детские травмы', 'Горе, утраты, потери', 'Самооценка и самопринятие', 'Личные границы', 'Отношения с партнёром (партнёрами)', 'Расставание, развод', 'Созависимость, контрзависимость', 'Кризисы и внутренние конфликты', 'Стресс, напряжение', 'Желание лучше узнать себя', 'Эмоциональная нестабильность', 'Гнев, агрессия, раздражительность', 'Чувство вины и стыда', 'Одиночество, непонимание', 'Отношения с окружающими, трудности в общении', 'Сексуальная ориентация и вопросы идентичности']","['Апатия, усталость, нехватка сил', 'Депрессия', 'Намерение совершить самоубийство', 'Суицидальные мысли и фантазии о смерти', 'Злоупотребление веществами и хим. зависимости', 'Психология питания и расстройства пищевого поведения', 'Биполярное расстройство, эмоциональные качели', 'Проблемы с памятью, вниманием и мышлением']",,0.0,31.0,2,3
